youtube_video_id,youtube_url,title_original,channel_name,language,topic,duration_seconds,availability,description_checked,description_characters,youtube_chapters_checked,chapter_count,captions_checked,caption_languages,contains_marketing_signal,professional_source_signal,evidence_score,preliminary_decision,decision_reason
3nwR3t6-Ftg,https://www.youtube.com/watch?v=3nwR3t6-Ftg,הדרכת אדוונצ'ר שלב א' של צביקה כהן השטח לקבוצת אדוונצ'רים מתחילים בשטח,ADV Moto Life,he,sand,431,public,True,548,True,5,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,10,eligible_for_content_review,youtube_chapters=5; caption_tracks=157; professional_source_signal
tBzG_y2mhHU,https://www.youtube.com/watch?v=tBzG_y2mhHU,טיפ: הכרת היתרונות והחסרונות של מערכת ה-ABS באופנוע ובקטנוע,ProRiding Israel,he,braking,78,public,True,545,True,0,True,,True,True,2,rejected,no_chapters_or_captions_for_content_evidence
05DDi3qweE0,https://www.youtube.com/watch?v=05DDi3qweE0,איך לא ליפול בשטח עם אופנוע,Cohen Adventure (‫צביקה כהן השטח‬‎),he,instructor_seed,425,public,True,157,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
3uttfaaeYrA,https://www.youtube.com/watch?v=3uttfaaeYrA,טיפים לרוכבים על אופנועים גבוהים,Cohen Adventure (‫צביקה כהן השטח‬‎),he,obstacles,107,public,True,217,True,0,True,iw,False,False,4,eligible_for_content_review,caption_tracks=1
GqUgDGd04XE,https://www.youtube.com/watch?v=GqUgDGd04XE,קורס רכיבת כביש פרוריידינג פרו 1,ADV Moto Life,he,channel_seed,891,public,True,439,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,8,eligible_for_content_review,caption_tracks=157; professional_source_signal
jyRIPZ1olIs,https://www.youtube.com/watch?v=jyRIPZ1olIs,קורס אדוונצ'ר 2 של פרוריידינג- מבט מבפנים,ADV Moto Life,he,channel_seed,1025,public,True,656,True,6,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,10,rejected,title_indicates_non_instructional_or_promotional_content
HWNbjhnBTMM,https://www.youtube.com/watch?v=HWNbjhnBTMM,ביצוע PIVOT עם אופנוע אדוונצ'ר בשטח,ProRiding Israel,he,required_seed,81,public,True,235,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,6,eligible_for_content_review,caption_tracks=157; professional_source_signal
Nfox-7dggh4,https://www.youtube.com/watch?v=Nfox-7dggh4,גם לאופנועי אדוונצ'ר כבדים מותר לרחף,ProRiding Israel,he,required_seed,64,public,True,474,True,0,True,,False,True,4,rejected,no_chapters_or_captions_for_content_evidence
QkMjbG_6PzY,https://www.youtube.com/watch?v=QkMjbG_6PzY,מקשקשים בקסדה פרק 3- מדברים על בולמים עם מוש כהן,ADV Moto Life,he,required_seed,3063,public,True,270,True,0,True,,False,False,1,rejected,no_chapters_or_captions_for_content_evidence
lYBhzHlFmNU,https://www.youtube.com/watch?v=lYBhzHlFmNU,הדרכת אדוונצ'ר שלב 2 עם צ'יקו Chicco ADV Team,ADV Moto Life,he,required_seed,972,public,True,506,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,8,eligible_for_content_review,caption_tracks=157; professional_source_signal
mi6-lTRzFkI,https://www.youtube.com/watch?v=mi6-lTRzFkI,דגשים לרכיבת שטח בעליות,Cohen Adventure (‫צביקה כהן השטח‬‎),he,required_seed,216,public,True,252,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
zmw788huGuk,https://www.youtube.com/watch?v=zmw788huGuk,קורס רכיבת שטח לאופנועים דו-שימושיים גדולים במועדון BMW GS,ProRiding Israel,he,required_seed,92,public,True,787,True,0,True,,False,True,4,rejected,no_chapters_or_captions_for_content_evidence
xl3emOAywZ8,https://www.youtube.com/watch?v=xl3emOAywZ8,טיפ: ביצוע היגוי הפוך באופנוע,ProRiding Israel,he,countersteering,145,public,True,461,True,0,True,,False,True,5,rejected,no_chapters_or_captions_for_content_evidence
NGsEsEp2DsA,https://www.youtube.com/watch?v=NGsEsEp2DsA,טכניקות אינדורו - שיעור מספר 1,sivan leventhal,he,hills,45,public,True,21,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,False,4,rejected,too_short_for_release_depth
mVhES4mwvZ4,https://www.youtube.com/watch?v=mVhES4mwvZ4,קורס רכיבת אנדורו 'נטו טכניקה',FullgaZ Magazine,he,group_riding,316,public,True,331,True,0,True,,False,True,4,rejected,no_chapters_or_captions_for_content_evidence
HPbNRlbGfr8,https://www.youtube.com/watch?v=HPbNRlbGfr8,איך לשרוד על הכביש עם אופנוע- כביש בינעירוני,Maticycles,he,urban_hazards,235,public,True,0,True,0,True,,False,False,1,rejected,description_missing; no_chapters_or_captions_for_content_evidence
WJi4FiQHIos,https://www.youtube.com/watch?v=WJi4FiQHIos,איך מרימים גלגל עם אופנוע - טוני ווילי,Tony Wheelie,he,lifting,337,public,True,246,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
AYi-E0rHMFM,https://www.youtube.com/watch?v=AYi-E0rHMFM,מבחן שליטה- רישיון נהיגה לאופנוע איך לבצע נכון - חיים רישיון לאופנוע,חיים רשיון לאופנוע,he,slow_control,130,public,True,61,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence; title_indicates_non_instructional_or_promotional_content
bck9k6sihuc,https://www.youtube.com/watch?v=bck9k6sihuc,מקשקשים בקסדה פרק 1- צביקה כהן השטח,ADV Moto Life,he,sand,2198,public,True,1168,True,0,True,,False,True,4,rejected,no_chapters_or_captions_for_content_evidence
YwgKXex6VeM,https://www.youtube.com/watch?v=YwgKXex6VeM,הדרכת רכיבה מתקדמת בן כהנא,Ben Kahana,he,advanced_training,339,public,True,109,True,0,True,,False,True,4,rejected,no_chapters_or_captions_for_content_evidence
CsCvU1qOAag,https://www.youtube.com/watch?v=CsCvU1qOAag,מדריך טכני: מתיחת שרשת הינע,FullgaZ Magazine,he,maintenance,254,public,True,31,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,7,eligible_for_content_review,caption_tracks=157; professional_source_signal
z6NG6lPDcrU,https://www.youtube.com/watch?v=z6NG6lPDcrU,מעיל רכיבה לאופנוע אדוונצ'ר ב-$69??? נשמע טוב מידי,ADV Moto Life,he,channel_seed,154,public,True,232,True,0,True,,True,False,0,rejected,no_chapters_or_captions_for_content_evidence
saohAxgahSU,https://www.youtube.com/watch?v=saohAxgahSU,הכנה לאדוונצ'ר לילה,Adventure Motorcycles,he,night,2086,public,True,79,True,0,True,,False,False,1,rejected,no_chapters_or_captions_for_content_evidence
tHrR4s7zeYI,https://www.youtube.com/watch?v=tHrR4s7zeYI,אימון דריפטים על טנרה 700 ויציאה לסולו אופרוד! 🏍️💨,Ben S. (bflance),he,gravel,2186,public,True,1956,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,True,7,eligible_for_content_review,caption_tracks=157; professional_source_signal
FUoXWECH40A,https://www.youtube.com/watch?v=FUoXWECH40A,מעבר מכשולים ברכיבה על אופנוע,Cohen Adventure (‫צביקה כהן השטח‬‎),he,obstacles,110,public,True,117,True,0,True,en|iw,False,False,4,eligible_for_content_review,caption_tracks=2
YH48E19KF8o,https://www.youtube.com/watch?v=YH48E19KF8o,הדרכת רכיבה בדַשְׁדַשׁ,Cohen Adventure (‫צביקה כהן השטח‬‎),he,instructor_seed,168,public,True,182,True,0,True,de|iw,False,False,5,eligible_for_content_review,caption_tracks=2
ysyoSLg8gqE,https://www.youtube.com/watch?v=ysyoSLg8gqE,מדריך טכני: כיוון כידון ומנופים,FullgaZ Magazine,he,ergonomics,139,public,True,54,True,0,True,,False,True,4,rejected,no_chapters_or_captions_for_content_evidence
miTgURL20e8,https://www.youtube.com/watch?v=miTgURL20e8,יורדים את מעלה זרון על אדוונצ'ר - טיול שקיעה זריחה שנגמר בגרירה,Wild Adventures - Itay Dor,he,suspension,1523,public,True,797,True,11,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,False,8,rejected,title_indicates_non_instructional_or_promotional_content
bhFCMdttgGA,https://www.youtube.com/watch?v=bhFCMdttgGA,"מושחתי אמצ""ש מכים שוב, הרבה בוץ וקצת טכניקה בנגב הצפוני",asaf ktm,he,mud,245,public,True,36,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
wzotIjnTUPI,https://www.youtube.com/watch?v=wzotIjnTUPI,טיפ/טריק חשוב שיכול להציל אתכם בזמן התקנת צמיג!,gsfrel,he,tires,277,public,True,485,True,0,True,,False,False,3,rejected,no_chapters_or_captions_for_content_evidence
0yCM4q7JPOU,https://www.youtube.com/watch?v=0yCM4q7JPOU,לוקחים אחריות - עוברים לרכיבה מודעת,הרשות הלאומית לבטיחות בדרכים,he,safety_body,54,public,True,348,True,0,True,,False,True,3,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
EPkNtdXkWpY,https://www.youtube.com/watch?v=EPkNtdXkWpY,מיגון וציוד רכיבה על אופנוע,SobeR RideR,he,protective_gear,591,public,True,1128,True,7,True,,False,False,5,eligible_for_content_review,youtube_chapters=7
Mn3QbQAL8_Y,https://www.youtube.com/watch?v=Mn3QbQAL8_Y,איך לבדוק אופנוע לפני קניה,SobeR RideR,he,pre_ride,1759,public,True,1378,True,6,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,False,8,eligible_for_content_review,youtube_chapters=6; caption_tracks=157
GMEV_jVBlYY,https://www.youtube.com/watch?v=GMEV_jVBlYY,6.3.2021 עם אדוונצ'רים במדבר יהודה,משה טיולי שטח Moto Tours,he,navigation,190,public,True,74,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
wOL9k9mElog,https://www.youtube.com/watch?v=wOL9k9mElog,בלימת חירום באופנוע עם abs,משה פרחי - רכיבה מתקדמת,he,emergency_braking,14,public,True,110,True,0,True,,False,True,3,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
vHoAoVHkS64,https://www.youtube.com/watch?v=vHoAoVHkS64,איך להעביר הילוכים באופנוע (באופן חלק),SobeR RideR,he,group_riding,320,public,True,1324,True,4,True,,False,False,5,eligible_for_content_review,youtube_chapters=4
2z0zAvWuXvA,https://www.youtube.com/watch?v=2z0zAvWuXvA,סוף סלע 47 מסביר ומדגים איך להרים גלגל (ווילי) עם אופנוע שטח KTM,"Doron Aviad: Enduro, MMA, Ski",he,lifting,234,public,True,482,True,0,True,en|iw,False,False,6,eligible_for_content_review,caption_tracks=2
cSchxYarffc,https://www.youtube.com/watch?v=cSchxYarffc,טיפול שרשרת לאופנוע - מדריך מושלם @MoTorshop-  שימון שרשרת וניקוי שרשרת, Motor shop,he,maintenance,310,public,True,356,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,True,True,5,eligible_for_content_review,caption_tracks=157; professional_source_signal; marketing_signal_present
CaMfDrjMFi4,https://www.youtube.com/watch?v=CaMfDrjMFi4,קצרים על בטיחות | איך רוכבים בגשם ועל כביש רטוב?,Ask Ralbad,he,rain,121,public,True,78,True,0,True,,False,True,4,rejected,no_chapters_or_captions_for_content_evidence
kTYQIODB1pA,https://www.youtube.com/watch?v=kTYQIODB1pA,"קוב 800X Rally ב-13,000 ש""ח פחות! בה.מ. מוטורס מעדכנים מחירים",AviADV,he,suspension,48,public,True,2738,True,0,True,,False,False,2,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
M9bBUVyagRY,https://www.youtube.com/watch?v=M9bBUVyagRY,ציוד רכיבה,Cohen Adventure (‫צביקה כהן השטח‬‎),he,instructor_seed,574,public,True,152,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
2mbGEorWqZk,https://www.youtube.com/watch?v=2mbGEorWqZk,Motorcycle Training | אימון אופנועים,Drone Hero,he,u_turn,92,public,True,131,True,0,True,,False,True,3,rejected,no_chapters_or_captions_for_content_evidence
3R5kPOa3TDI,https://www.youtube.com/watch?v=3R5kPOa3TDI,חילוץ חבר תקוע בשטח,Electric Power,he,recovery,761,public,True,111,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
xFXDYnozwbY,https://www.youtube.com/watch?v=xFXDYnozwbY,KTM 390 Adventure - Walk Around and Ride,FullgaZ Magazine,he,gravel,759,public,True,212,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence; title_indicates_non_instructional_or_promotional_content
_AX2ctfRh9M,https://www.youtube.com/watch?v=_AX2ctfRh9M,בדיקה אופנוע לפני רכישה,Green Monkey,he,pre_ride,147,public,True,0,True,0,True,aa|ab|af|ak|am|ar|as|ay|az|ba|be|bg|bho|bn|bo|br|bs|ca|ceb|co|crs|cs|cy|da|de|dv|dz|ee|el|en|eo|es|et|eu|fa|fi|fil|fj|fo|fr|fy|ga|gaa|gd|gl|gn|gu|gv|ha|haw|hi|hmn|hr|ht|hu|hy|id|ig|is|it|iu|iw|iw-orig|ja|jv|ka|kha|kk|kl|km|kn|ko|kri|ku|ky|la|lb|lg|ln|lo|lt|lua|luo|lv|mfe|mg|mi|mk|ml|mn|mr|ms|mt|my|ne|new|nl|no|nso|ny|oc|om|or|os|pa|pam|pl|ps|pt|pt-PT|qu|rn|ro|ru|rw|sa|sd|sg|si|sk|sl|sm|sn|so|sq|sr|ss|st|su|sv|sw|ta|te|tg|th|ti|tk|tn|to|tr|ts|tt|tum|ug|uk|ur|uz|ve|vi|war|wo|xh|yi|yo|zh-Hans|zh-Hant|zu,False,False,4,rejected,description_missing
9vcmIOmnkQE,https://www.youtube.com/watch?v=9vcmIOmnkQE,היגוי הפוך - קצר וברור.,Moto Lamed,he,countersteering,384,public,True,368,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
FK5jeGkT4pY,https://www.youtube.com/watch?v=FK5jeGkT4pY,מיגון נכון לאופנוע שלך - טיונינג 🏍️👍☝️,Moto Lamed,he,protective_gear,317,public,True,87,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
qTAqeGOSDls,https://www.youtube.com/watch?v=qTAqeGOSDls,מדריך הוידאו לרוכב המתחיל - 45 שניות על זיהוי סכנות בכביש #1,Pkd Aerui,he,urban_hazards,56,public,True,263,True,0,True,,False,False,1,rejected,too_short_for_release_depth; no_chapters_or_captions_for_content_evidence
z_haIJ8OsxY,https://www.youtube.com/watch?v=z_haIJ8OsxY,יום הדרכת רכיבה ליחידת אבטחה רכובה על אופנועים,ProRiding Israel,he,school_seed,101,public,True,861,True,0,True,,False,True,4,rejected,no_chapters_or_captions_for_content_evidence
qzhI9loXI5M,https://www.youtube.com/watch?v=qzhI9loXI5M,רכיבת אופנועי שטח אנדורו - בן שמן,RY30,he,offroad_basics,620,public,True,0,True,0,True,,False,False,1,rejected,description_missing; no_chapters_or_captions_for_content_evidence
leKONloNRHo,https://www.youtube.com/watch?v=leKONloNRHo,רכיבת אופנועי שטח - רק 2 פעימות - בבוץ אחרי הגשם בבן שמן 21.1.12,kRuvi,he,mud,268,public,True,18,True,0,True,,False,False,2,rejected,no_chapters_or_captions_for_content_evidence
